,name_eng,city_eng,country_eng,latitude,longitude
4374,Kumuzu International Airport,Lilongwe,Malawi,-13.789378,33.781
4375,Lyndonville,Lyndonville,United States,44.569114,-72.017979
4376,Burlington County,Mount Holly,United States,39.942891,-74.845719
4377,Lake Minchumina,Lake Minchumina,United States,63.885997,-152.301874
4378,Salima,Salima,Malawi,-13.75,34.583
4379,Lamacarena,Lamacarena,Colombia,3.317,-73.9
4380,Los Menucos,Los Menucos,Argentina,-40.815833,-68.071111
4381,Arnage,Le Mans,France,47.948492,0.201647
4382,Lamassa,Lamassa,Papua New Guinea,-4.667,152.733
4383,Limon,Limon,Honduras,15.85,-85.483
4384,Lumi,Lumi,Papua New Guinea,-3.467,142.033
4385,Lae Island,Lae Island,Marshall Islands,8.921111,166.264722
4386,Federal (Valle Del Fuerte),Los Mochis,Mexico,25.685194,-109.080806
4387,Limbang,Limbang,Malaysia,4.808303,115.010439
4388,RAF Station,Lossiemouth,United Kingdom,57.705214,-3.339169
4389,Lampedusa,Lampedusa,Italy,35.497914,12.618083
4390,Marsa Brega,Marsa Brega,Libya,30.378139,19.576444
4391,Lime Acres,Lime Acres,South Africa,-28.360069,23.439069
4392,Winston County,Louisville,United States,33.146209,-89.062479
4393,Kingsley Field,Klamath Falls,United States,42.156139,-121.733194
4394,Lopez De Micay,Lopez De Micay,Colombia,3.05,-77.55
4395,Lake Murray,Lake Murray,Papua New Guinea,-7,141.483
4396,Palma,Palma,Mozambique,-10.75,40.471
4397,Palm Beach County Park,West Palm Beach,United States,26.593056,-80.085065
4398,Lamen Bay,Lamen Bay,Vanuatu,-16.584167,168.159167
4399,Lengbati,Lengbati,Papua New Guinea,-6.383,147.367
4400,Hunt Field,Lander,United States,42.815236,-108.729839
4401,Lonorore,Lonorore,Vanuatu,-15.865556,168.171944
4402,Munbil,Munbil,Papua New Guinea,-4.85,141.217
4403,Lese,Lese,Papua New Guinea,-8.267,146.267
4404,Lake Nash,Lake Nash,Australia,-20.980833,137.918333
4405,Dew Station,Lonely,United States,70.910745,-153.242215
4406,Lincang,Lincang,China,23.738611,100.024722
4407,Lincoln,"Lincoln, NE",United States,40.850889,-96.759111
4408,Langimar,Langimar,Papua New Guinea,-7.217,146.2
4409,Lost Nation,Willoughby,United States,41.684028,-81.38975
4410,Leonora,Leonora,Australia,-28.878056,121.314722
4411,Wise,Wise,United States,36.987528,-82.53
4412,Loani,Loani,Papua New Guinea,-10.583,150.583
4413,Tri County,Lone Rock,United States,43.211861,-90.179833
4414,Lancaster,Lancaster,United States,40.122361,-76.294361
4415,Lihir Island,Lihir Island,Papua New Guinea,-3.043611,152.628889
4416,Smolensk,Smolensk,Russian Federation,54.824444,32.024167
4417,Lanai City,Lanai City,United States,20.785611,-156.951418
4418,Blue Danube,Linz,Austria,48.233219,14.187511
4419,Lorraine,Lorraine,Australia,-18.992778,139.905833
4420,Los Andes,Los Andes,Chile,-32.8,-70.633
4421,Lock,Lock,Australia,-33.544167,135.693333
4422,Longana,Longana,Vanuatu,-15.306667,167.967222
4423,Loei,Loei,Thailand,17.439133,101.722064
4424,Loen,Loen,Marshall Islands,7.8,168.283
4425,Longview,Longview,United States,46.11666667,-122.8833333
4426,Camilo Ponce Enrнquez Airport,"Catamayo, Loja",Ecuador,-3.995892,-79.371925
4427,Helmuth Baungartem,Lontras,Brazil,-4.383333333,-51.91666667
4428,Lodwar,Lodwar,Kenya,3.121967,35.608692
4429,Derby Field,Lovelock,United States,40.066405,-118.565166
4430,Francisco P. V. Y R.,Lagos De Moreno,Mexico,21.35,-101.933
4431,Lobatse,Lobatse,Botswana,-25.183,25.667
4432,Lowe Army Heliport,Ozark,Poland,31.355833,-85.751167
4433,Murtala Muhammed,Lagos,Nigeria,6.577369,3.321156
4434,Lewis Lockport,Lockport,United States,41.608111,-88.096194
4435,Bowman Field Airport,Louisville,United States,38.228,-85.663722
4436,Monclova,Monclova,Mexico,26.955733,-101.470136
4437,Louisa,Louisa,United States,38.009833,-77.970139
4438,Los Tablones Airport,Los Tablones,Guatemala,14.967,-90.167
4439,Loyangalani,Loyangalani,Kenya,2.75,36.717
4440,Corbin-London,London,United States,37.086889,-84.077389
4441,Gran Canaria,Las Palmas,Spain,27.931886,-15.386586
4442,El Alto,La Paz,Bolivia,-16.513338,-68.192256
4443,Lompoc Airport,Lompoc,United States,34.665619,-120.467503
4444,La Pedrera,La Pedrera,Colombia,-1.328611,-69.579722
4445,La Primavera,La Primavera,Colombia,3.733,-76.233
4446,La Plata,La Plata,Argentina,-34.972222,-57.894694
4447,Heliport,Lochgilphead,United Kingdom,56.05,-5.433
4448,Linkoping,Linkoping,Sweden,58.40615,15.680508
4449,Pijiguaos,Pijiguaos,Venezuela,6.57725,-66.816889
4450,Lipetsk,Lipetsk,Russian Federation,52.702778,39.537778
4451,Liverpool John Lennon,Liverpool,United Kingdom,53.333611,-2.849722
4452,Lamap,Lamap,Vanuatu,-16.454,167.823
4453,Leron Plains,Leron Plains,Papua New Guinea,-6.583333333,146.45
4454,Municipal,Laporte,United States,41.572472,-86.734527
4455,Lappeenranta,Lappeenranta,Finland,61.044553,28.144397
4456,Luang Prabang,Luang Prabang,Laos,19.897914,102.160764
4457,Lopez Island,Lopez Island,United States,48.483912,-122.937681
4458,Lampang,Lampang,Thailand,18.270933,99.504167
4459,Long Apung,Long Apung,Indonesia,0.583,115.6
4460,Little Port Walter,Little Port Walter,United States,56.38333333,-134.8333333
4461,Liepaya,Liepaya,Latvia,56.5175,21.096944
4462,Loudes,Le Puy,France,45.079656,3.763442
4463,Pickens,Pickens,United States,34.809972,-82.702889
4464,Puerto Leguizamo,Puerto Leguizamo,Colombia,-0.182278,-74.770778
4465,Qala Nau,Qala Nau,Afghanistan,34.9875,63.118333
4466,Larisa,Larisa,Greece,39.650253,22.4655
4467,Leribe,Leribe,Lesotho,-28.855547,28.052778
4468,R.A.F.,Laarbruch,Germany,51.602222,6.141528
4469,International,Laredo,United States,27.543799,-99.461533
4470,Longreach,Longreach,Australia,-23.434167,144.280278
4471,Little Rock Afb,Jacksonville,United States,34.916769,-92.146542
4472,Lora Lai,Lora Lai,Pakistan,30.355,68.614167
4473,Laleu,La Rochelle,France,46.179211,-1.195236
4474,Lorica,Lorica,Colombia,9.3,-75.883
4475,Municipal,Lemars,United States,42.777944,-96.193694
4476,Coast Guard,"Lincoln Rock, AK",Bolivia,-16.11666667,-68.31666667
4477,Niamtougou,Niamtougou,Togo,9.767333,1.09125
4478,Casa de Campo International,La Romana,Dominican Republic,18.450711,-68.911833
4479,Larson AFB,Moses Lake,United States,0,0
4480,Sharpe AAF,Lathrop,United States,32.897833,-79.782861
4481,Laurie River,Laurie River,Canada,56.248611,-101.304167
4482,Lar A/P,Lar,Iran,27.674725,54.383278
4483,Leros,Leros,Greece,37.184903,26.800289
4484,Lann Bihoue,Lorient,France,47.760533,-3.439953
4485,Municipal,"Las Cruces, NM",United States,32.289417,-106.921972
4486,Los Roques,Los Roques,Venezuela,11.946,-66.669
4487,Losuia,Losuia,Papua New Guinea,-8.505833,151.080833
4488,Lordsburg,Lordsburg,United States,32.333464,-108.691739
4489,La Florida,La Serena,Chile,-29.916233,-71.199522
4490,Creech AAF,Lexington,United States,38.09111111,-84.31666666
4491,Municipal,La Crosse,United States,43.879266,-91.256638
4492,Lawson Aaf,Columbus,United States,32.331789,-84.987159
4493,Lashio,Lashio,Myanmar,22.977881,97.752183
4494,Sumburgh,Shetland Islands,United Kingdom,59.878889,-1.295556
4495,Long Island,Long Island,Papua New Guinea,-5.35,147.017
4496,Lusk,Lusk,United States,42.753808,-104.404554
4497,Los Chiles,Los Chiles,Costa Rica,11.035277,-84.706108
4498,Lawas,Long Semado,Malaysia,4.216389,115.582778
4499,Los Banos,Los Banos,United States,37.063889,-120.869861
4500,Talmont,Les Sables,France,46.476944,-1.722778
4501,Josefa Camejo,Las Piedras,Venezuela,11.780775,-70.151497
4502,Los Angeles,Los Angeles,Chile,-37.401731,-72.425444
4503,Lost River,Lost River,United States,65.396163,-167.162982
4504,Terre-de-Haut,Terre-de-Haut,Guadeloupe,15.864444,-61.580556
4505,Launceston,Launceston,Australia,-41.545278,147.214167
4506,Long Sukang,Long Sukang,Malaysia,4.552222,115.494167
4507,Nellis AFB,"Las Vegas, NV",United States,36.236197,-115.034253
4508,Lhoksumawe,Lhoksumawe,Indonesia,5.226681,96.950342
4509,Lhok Sukon,Lhok Sukon,Indonesia,5.069506,97.259192
4510,Lismore,Lismore,Australia,-28.830278,153.26
4511,Losinj Arpt,Mali Losinj,Croatia,44.566944,14.393889
4512,Letaba,Tzaneen,South Africa,-23.824417,30.329306
4513,Latrobe,Latrobe,Australia,-41.233,146.417
4514,Lai,Lai,Chad,9.4,16.3
4515,Ghadames,Ghadames,Libya,30.151695,9.715305
4516,Leitre,Leitre,Papua New Guinea,-2.833,141.617
4517,Langtang,Langtang,Nepal,28.2,85.583
4518,Lathrop Wells,Lathrop Wells,United States,36.66666667,-116.65
4519,Altai,Altai,Mongolia,46.376111,96.221111
4520,Latakia,Latakia,Syria,35.401094,35.948681
4521,Lastourville,Lastourville,Gabon,-0.826667,12.748611
4522,Lethem,Lethem,Guyana,3.372761,-59.789439
4523,London Luton,Luton,United Kingdom,51.874722,-0.368333
4524,Loreto,Loreto,Mexico,25.989194,-111.348361
4525,Lyndhurst,Lyndhurst,Australia,-19.194722,144.370833
4526,Le Touquet,Le Touquet,France,50.514847,1.627578
4527,Letterkenny,Letterkenny,Ireland,54.9514,-7.6719
4528,Altus AFB,Altus,United States,34.66646,-99.268086
4529,La Mole,Saint Tropez,France,43.206389,6.4825
4530,Lotusvale,Lotusvale,Australia,-17.048056,141.376389
4531,St Marys County,Leonardtown,United States,38.315361,-76.550111
4532,Cotopaxi International,Latacunga,Ecuador,0.933333333,-78.61666667
4533,Lukla,Lukla,Nepal,27.687778,86.731389
4534,Lumid Pau,Lumid Pau,Guyana,2.4,-59.433
4535,Laucala Is,Laucala Is,Fiji,-16.748055,-179.666944
4536,Luderitz,Luderitz,Namibia,-26.687369,15.242861
4537,Lucenec,Lucenec,Slovakia,48.339444,19.735833
4538,Luke Afb,Phoenix,United States,33.534967,-112.3832
4539,Lugano,Lugano/Agno,Switzerland,46.004275,8.910578
4540,Amritsar,Ludhiana,India,30.854681,75.952592
4541,La Union,La Union,Honduras,15.017,-86.683
4542,Lusikisiki,Lusikisiki,South Africa,-31.367,29.583
4543,Cincinnati Municipal-Lunken Field,"Cincinnati, OH",United States,39.103333,-84.418611
4544,Hesler-Noble Field,"Laurel, MS",United States,31.673028,-89.172806
4545,Mangshi,Luxi,China,24.401111,98.531667
4546,Lusaka,Lusaka,Zambia,-15.330817,28.452628
4547,Luena,Luena,Angola,-11.768086,19.897672
4548,Kalaupapa,Kalaupapa,United States,21.21104,-156.973597
4549,San Luis,San Luis,Argentina,-33.273192,-66.356421
4550,Cape Lisburne,Cape Lisburne,United States,68.875128,-166.111082
4551,Lusanga,Lusanga,Democratic Republic Of Congo,-4.8,18.717
4552,Laura Station,Laura Station,Australia,-15.182778,144.345556
4553,Laura,Laura,Australia,-15.562222,144.452778
4554,Langgur,Langgur,Indonesia,-5.661619,132.73143
4555,Luwuk,Luwuk,Indonesia,-1.038918,122.771906
4556,Findel,Luxembourg,Luxembourg,49.623333,6.204444
4557,Lushoto,Lushoto,Tanzania,-4.783,38.283
4558,Lushan,Lushan,China,29.633,115.95
4559,Entrammes,Laval,France,48.03225,-0.742781
4560,Dos Galpoes,Livramento,Brazil,-30.835556,-55.625833
4561,Lime Village,Lime Village,United States,61.359131,-155.440386
4562,Livingstone,Livingstone,Zambia,-17.821756,25.822692
4563,Livermore,Livermore,United States,37.693389,-121.820361
4564,Lawrenceville,Lawrenceville,United States,36.772833,-77.79425
4565,Mission Field,Livingston,United States,45.699389,-110.448306
4566,Laverton,Laverton,Australia,-28.613611,122.423889
4567,Lavan,Lavan,Iran,26.8103,53.356289
4568,Las Vegas,Las Vegas,United States,35.654222,-105.142389
4569,Lwbak,Lwbak,Philippines,42.351194,-86.255639
4570,Greenbrier Valley,Lewisburg,United States,37.858306,-80.399472
4571,Lawrence,Lawrence,United States,39.011111,-95.216472
4572,Lewoleba,Lewoleba,Indonesia,-8.35,123.433
4573,Lawn Hill,Lawn Hill,Australia,-18.565,138.638889
4574,Lowai,Lowai,Papua New Guinea,-6.317,146.633
4575,Lerwick/Tingwall,Shetland Islands,United Kingdom,60.191944,-1.243333
4576,Harriet Field,Wells,United States,41.117139,-114.922111
4577,Lawrence,Lawrence,United States,42.717194,-71.123417
4578,Gyoumri,Gyoumri,Armenia,40.750369,43.859342
4579,Sknilow,Lviv,Ukraine,49.8125,23.956111
4580,Leeuwarden,Leeuwarden,Netherlands,53.228611,5.760556
4581,Nez Perce County Rgnl,Lewiston,United States,46.3745,-117.015389
4582,Municipal,Lewistown,United States,47.04925,-109.466694
4583,Municipal,Lawrenceville,United States,38.764278,-87.6055
4584,Lawas,Lawas,Malaysia,4.849167,115.402778
4585,Gonggar/Lhasa,Gonggar,China,29.297778,90.911944
4586,Luang Namtha,Luang Namtha,Laos,20.960556,101.4025
4587,Linxi,Linxi,China,25.95,109.6166667
4588,Lexington,Lexington,United States,40.790424,-99.775914
4589,Luxor,Luxor,Egypt,25.671028,32.706583
4590,Limnos,Limnos,Greece,39.917072,25.236308
4591,Lukulu,Lukulu,Zambia,-14.375833,23.248611
4592,Leadville,Leadville,United States,39.220267,-106.316691
4593,Luoyang,Luoyang,China,34.741111,112.388333
4594,Little Cayman,Little Cayman,Cayman Islands,19.660278,-80.090278
4595,Lycksele,Lycksele,Sweden,64.548322,18.716219
4596,RAF Station,Lyneham,United Kingdom,51.505144,-1.993428
4597,Lianyungang,Lianyungang,China,34.571667,118.873611
4598,Preston-Glenn Field,Lynchburg,United States,37.325389,-79.200431
4599,Linyi,Linyi,China,35.046111,118.411667
4600,Lunyuk,Lunyuk,Indonesia,-8.983,117.217
4601,Bron,Lyon,France,45.729519,4.938844
4602,Rice County Municipal,Lyons,United States,38.342781,-98.226876
4603,Faisalabad,Faisalabad,Pakistan,31.365014,72.994842
4604,Svalbard,Longyearbyen,Norway,78.246111,15.465556
4605,St-Exupйry,Lyon,France,45.725556,5.081111
4606,Lady Elliot Island,Lady Elliot Island,Australia,-24.113333,152.715278
4607,Ely,Ely,United States,47.824556,-91.830722
4608,Luiza,Luiza,Democratic Republic Of Congo,-7.183,22.4
4609,Lazaro Cardenas,Lazaro Cardenas,Mexico,18.001731,-102.220525
4610,Lanzhoudong,Lanzhou,China,36.167,103.683
4611,Liuzhou,Liuzhou,China,24.2075,109.391111
4612,Luozi,Luozi,Democratic Republic Of Congo,-4.95,14.133
4613,Luzamba,Luzamba,United States,38.10888888,-92.68333333
4614,Nangan,Nangan,Guinea-Bissau,26.159778,119.958472
4615,Luzhou,Luzhou,China,28.8525,105.3925
4616,Lizard Island,Lizard Island,Australia,-14.666667,145.45
4617,Madras International (meenambakkam),Chennai/Madras,India,12.994414,80.180517
4618,Maraba,Maraba,Brazil,-5.368589,-49.138025
4619,Smart,Macon,United States,32.82215,-83.562015
4620,Barajas,Madrid,Spain,40.493556,-3.566764
4621,Madera,Madera,United States,36.988611,-120.112444
4622,Midland International,Midland,United States,31.942528,-102.201917
4623,Madang,Madang,Papua New Guinea,-5.207083,145.7887
4624,Mahon,Menorca,Spain,39.862597,4.218647
4625,Mangochi,Mangochi,Malawi,-14.483,35.267
4626,Amata Kabua Intl,Majuro,Marshall Islands,7.06498,171.272031
4627,Malakal,Malakal,Sudan,9.558969,31.652242
4628,Mangole,Mangole,Indonesia,1.883,125.833
4629,Matamoros,Matamoros,Mexico,25.769894,-97.525311
4630,Manchester,Manchester,United Kingdom,53.353744,-2.27495
4631,Eduardo Gomes Intl,Manaus,Brazil,-3.038611,-60.049721
4632,Mamai,Mamai,Papua New Guinea,-10.283,149.517
4633,Mae Sot,Mae Sot,Thailand,16.699856,98.545056
4634,La Chinita,Maracaibo,Venezuela,10.558208,-71.727856
4635,Momote,Manus Island,Papua New Guinea,-2.061888,147.42415
4636,Matadi,Matadi,Democratic Republic Of Congo,-5.8,13.433
4637,Maupiti,Maupiti,French Polynesia,-16.426389,-152.243333
4638,Maloelap Island,Maloelap Island,Marshall Islands,8.708333,171.233333
4639,Malden,Malden,United States,36.598205,-89.992548
4640,Matam,Matam,Senegal,15.593611,-13.322778
4641,Mangrove Cay,Mangrove Cay,Bahamas,24.287664,-77.684614
4642,Eugenio M De Hostos,Mayaguez,Puerto Rico,18.255694,-67.148472
4643,Moi International,Mombasa,Kenya,-4.034833,39.59425
4644,Marble Bar,Marble Bar,Australia,-21.162778,119.836111
4645,Mbigou,Mbigou,Gabon,-1.883,11.933
4646,Mafikeng International Airport,Mmabatho,South Africa,-25.798444,25.548028
4647,Monbetsu,Monbetsu,Japan,44.303914,143.404028
4648,Mount Buffalo,Mount Buffalo,Australia,-36.75,146.75
4649,Mobridge,Mobridge,Pakistan,45.546278,-100.406278
4650,Maryborough,Maryborough,Australia,-25.513333,152.715
4651,Mbeya,Mbeya,Tanzania,-8.917,33.467
4652,Sangster International,Montego Bay,Jamaica,18.503717,-77.913358
4653,Matupa,Matupa,Brazil,-10.176944,-54.954722
4654,Blacker,Manistee,United States,44.272472,-86.246889
4655,Mkambati,Mkambati,South Africa,42.461161,-71.518679
4656,Mt Barnett,Mt Barnett,Australia,-16.667,125.95
4657,Mamburao,Mamburao,Philippines,13.208092,120.60535
4658,Moyobamba,Moyobamba,Peru,-6.017,-76.983
4659,Mbarara,Mbarara,Uganda,-0.555278,30.599444
4660,Mbout,Mbout,Mauritania,16.033,-12.6
4661,MBS International Airport,"Saginaw, MI",United States,43.532917,-84.079639
4662,Masbate,Masbate,Philippines,12.369367,123.629236
4663,Mbambanakira,Mbambanakira,Solomon Islands,-9.747499,159.839444
4664,Masa,Masa,Papua New Guinea,-6.35,147.633
4665,Moorabbin,Mentone,Australia,-37.975833,145.102222
4666,Maribor International Airport,Maribor,Slovenia,46.479861,15.686131
4667,Moberly,Moberly,United States,39.463417,-92.426389
4668,Maues,Maues,Brazil,-3.372167,-57.724808
4669,Macenta,Macenta,Guinea,8.554,-9.478
4670,Pike County,Mccomb,United States,31.178444,-90.471861
4671,Mcclellan AFB,Sacramento,United States,38.667639,-121.400611
4672,Mackinac Island,Mackinac Island,United States,45.864944,-84.637333
4673,Merced Municipal Arpt,Merced,United States,37.28475,-120.513917
4674,Mac Dill AFB,Tampa,United States,27.849333,-82.521167
4675,Mcgrath,Mcgrath,United States,62.952783,-155.607044
4676,Machala,Machala,Ecuador,-3.268903,-79.961572
4677,Kansas City International Airport,Kansas City,United States,39.297605,-94.713906
4678,Maicao,Maicao,Colombia,11.232528,-72.490139
4679,Mccook,Mccook,United States,40.206278,-100.592083
4680,Mt Mckinley,Mt Mckinley,United States,63.732598,-148.910638
4681,Fontvieille Heliport,Monte Carlo,Monaco,43.725556,7.420278
4682,Lewis B Wilson,Macon,United States,32.69285,-83.649211
4683,Orlando International,"Orlando, FL",United States,28.429394,-81.308993
4684,Internacional,Macapa,Brazil,0.050664,-51.072178
4685,Miskolc,Miskolc,Hungary,48.083,20.767
4686,Melchor De Menco,Melchor De Menco,Guatemala,17.05,-89.15
4687,Monte Caseros,Monte Caseros,Argentina,-30.271922,-57.640231
4688,Seeb,Muscat,Oman,23.593278,58.284444
4689,Gueret (Lepaud),Montlucon,France,46.353611,2.572222
4690,Mcarthur River,Mcarthur River,Australia,-16.442499,136.083611
4691,Mason City Municipal,"Mason City, IA",United States,43.157793,-93.331261
4692,Uitash,Makhachkala,Russian Federation,42.816822,47.652294
4693,Maroochydore,Sunshine Coast,Australia,-26.603333,153.091111
4694,Palmares,Maceio,Brazil,-9.510808,-35.791678
4695,Martindale Army Heliport,"San Antonio, TX",United States,29.431344,-98.377792
4696,Melinda,Melinda,Belize,17,-88.317
4697,Samratulangi,Manado,Indonesia,1.549447,124.925878
4698,Airpark,Midland,United States,32.036527,-102.101028
4699,Jose Maria Cordova,Medellin,Colombia,6.164444,-75.423056
4700,Medford,Medford,United States,45.101472,-90.300833
4701,Mudanjiang,Mudanjiang,China,44.524072,129.568972
4702,Southern Illinois,Carbondale,United States,37.778083,-89.252028
4703,Makurdi,Makurdi,Nigeria,7.703883,8.613939
4704,City-county,Madras,United States,44.670167,-121.155139
4705,Mbandaka,Mbandaka,Democratic Republic Of Congo,0.0226,18.288744
4706,Mandalay International,Mandalay,Myanmar,21.702156,95.977928
4707,Munduku,Munduku,Papua New Guinea,-4.617,143.433
4708,Jefferson Proving Grd,Madison,United States,38.759917,-85.464694
4709,Intermediate,Middleton Island,United States,59.449944,-146.307241
4710,Mindiptana,Mindiptana,Indonesia,-5.867,140.7
4711,Mar Del Plata,Mar Del Plata,Argentina,-37.934167,-57.573333
4712,Medfra,Medfra,United States,63.1,-154.7166667
4713,Middle Caicos,Middle Caicos,Turks and Caicos Islands,21.825833,-71.8025
4714,Harrisburg International,"Harrisburg, PA",United States,40.193191,-76.762621
4715,Mendi,Mendi,Papua New Guinea,-6.147739,143.657164
4716,Medouneu,Medouneu,Equatorial Guinea,1,10.75
4717,Midway,Chicago,United States,41.785972,-87.752417
4718,Mercedes,Mercedes,Argentina,-29.223055,-58.088055
4719,Sand Island Field,Midway Island,US Minor Outlying Islands,28.201483,-177.381308
4720,El Plumerillo,Mendoza,Argentina,-32.831716,-68.792856
4721,Macae,Macae,Brazil,-22.343031,-41.766033
4722,Essendon,Melbourne,Australia,-37.728056,144.901944
4723,Manta,Manta,Ecuador,-0.946078,-80.678808
4724,Mohammad Bin Abdulaziz,Madinah,Saudi Arabia,24.553422,39.705061
4725,Mare,Mare,New Caledonia,-21.481678,168.037508
4726,Melfi,Melfi,Chad,11.05,17.933
4727,Malange,Malange,Angola,-9.525086,16.312406
4728,Mehamn,Mehamn,Norway,71.029167,27.826111
4729,Key Field,Meridian,United States,32.332624,-88.751868
4730,Meadville,Meadville,United States,41.626528,-80.214722
4731,Meknes,Meknes,Morocco,33.879067,-5.515125
4732,Tullamarine International,Melbourne,Australia,-37.673333,144.843333
4733,Memphis International,Memphis,United States,35.042417,-89.976667
4734,Brenoux,Mende,France,44.504081,3.527633
4735,Dare County Regional,Manteo,United States,35.918983,-75.695536
4736,Mersing,Mersing,Malaysia,2.383333,103.865
4737,Seunagan,Meulaboh,Indonesia,4.25,96.217
4738,Castle AFB,"Atwater, CA",United States,37.380472,-120.568194
4739,Polonia,Medan,Indonesia,3.558056,98.671722
4740,Moreton,Moreton,Australia,-12.444167,142.638333
4741,Monte Dourado,Monte Dourado,Brazil,-0.889839,-52.60225
4742,Douglas County,Minden,United States,39.000917,-119.751917
4743,Mweka,Mweka,Democratic Republic Of Congo,-4.85,21.55
4744,Benito Juarez International,Mexico City,Mexico,19.436303,-99.072097
4745,Meghauli,Meghauli,Nepal,27.577222,84.228889
4746,Messina,Messina,South Africa,-22.355833,29.9875
4747,Mafia,Mafia,Tanzania,-7.9175,39.668333
4748,Monfort,Monfort,Colombia,0.617,-69.75
4749,Mafeteng,Mafeteng,Lesotho,-29.800833,27.243333
4750,Lahm Municipal,Mansfield,United States,40.821417,-82.516639
4751,Mc Allen Miller International,"Mc Allen, TX",United States,26.175833,-98.238611
4752,Moanda,Moanda,Gabon,-1.537778,13.269444
4753,Muzaffarabad,Muzaffarabad,Pakistan,34.339022,73.508639
4754,Mesquite,Mesquite,United States,36.833139,-114.055889
4755,Municipal,Marshfield,United States,44.63688,-90.189327
4756,Moala,Moala,Fiji,-18.566667,179.951111
4757,Matsu,Matsu,Taiwan,26.21944444,120.0833333
4758,Mount Full Stop,Mount Full Stop,Australia,-19.667,144.9
4759,Macau International,Macau,Macau,22.149556,113.591558
4760,Milford Sound,Milford Sound,New Zealand,-44.673333,167.923333
4761,Manguna,Manguna,Egypt,-5.578056,151.791944
4762,Manners Creek,Manners Creek,Australia,-22.097778,137.985278
4763,Maradi,Maradi,Niger,13.502531,7.126753
4764,Rogue Valley International - Medford Airport,Medford,United States,42.374222,-122.8735
4765,Miraflores,Miraflores,Colombia,1.35,-71.944444
4766,Machu Picchu,Machu Picchu,Peru,-13.16611111,-72.49833333
4767,Mfuwe,Mfuwe,Zambia,-13.258878,31.936581
4768,Accomack County,Melfa,United States,37.646889,-75.761056
4769,Magaruque,Magaruque,Mozambique,25.767,-80.183
4770,Meribel,Meribel,France,45.406944,6.580556
4771,Mesalia,Mesalia,Papua New Guinea,0,0
4772,Augusto C Sandino,Managua,Nicaragua,12.141494,-86.168178
4773,Mount Gambier,Mount Gambier,Australia,-37.745556,140.785278
4774,Michigan City Arpt,Michigan City,United States,41.703317,-86.821242
4775,Magdalena,Magdalena,Bolivia,-13.3,-64.133
4776,Dobbins Afb,Marietta,United States,33.915333,-84.516333
4777,Regional De Maringa SBMG,Maringa,Brazil,-23.476392,-52.016406
4778,Margarima,Margarima,Papua New Guinea,-5.967,143.35
4779,Margate,Margate,South Africa,-30.857408,30.343019
4780,Matagorda AFB,Matagorda Island,Philippines,28.116958,-96.800263
4781,Orange County,Montgomery,United States,41.509988,-74.264644
4782,Mong Ton,Mong Ton,Myanmar,20.296667,98.898889
4783,Moenchen-gl. - Dus Exp,Moenchengladbach,Germany,51.230356,6.504494
4784,Dannelly Fld,Montgomery,United States,32.300638,-86.393972
4785,Baracoa,Magangue,Colombia,9.284739,-74.846092
4786,Manega,Manega,Gabon,-2,10.417
4787,Manga,Manga,Papua New Guinea,-4.133,153.017
4788,Mogadishu International Airport,Mogadishu,Somalia,2.014444,45.304722
4789,Thomasville,Moultrie,United States,31.084917,-83.80325
4790,Mangaia Island,Mangaia Island,Cook Islands,-21.895556,-157.905278
4791,Milingimbi,Milingimbi,Australia,-12.094444,134.893611
4792,Manaung,Manaung,Myanmar,18.845825,93.688889
4793,Margaret River,Margaret River Station,Australia,-33.930556,115.1
4794,Morgantown,Morgantown,United States,39.642907,-79.916314
4795,Moabi,Moabi,Gabon,-2.433,11
4796,Dayton-Wright Brothers Airport,Dayton,United States,39.588972,-84.224861
4797,Myeik,Myeik,Myanmar,12.439797,98.621478
4798,Mahdia,Mahdia,Guyana,5.277495,-59.151112
4799,Mechanics Bay,Auckland,New Zealand,-36.96666667,174.9166667
4800,Macmahon Camp 4,Macmahon Camp 4,Peru,-15.11666667,-73.75
4801,Mashad,Mashad,Iran,36.235195,59.640972
4802,Municipal,Mitchell,United States,43.774833,-98.038611
4803,Morichal,Morichal,Colombia,1.75,-69.917
4804,Mannheim Arpt,Mannheim,Germany,49.472706,8.514264
4805,International,Marsh Harbour,Bahamas,26.511406,-77.083472
4806,Musha,Musha,Djibouti,11.717,43.2
4807,Misrak Gashamo,Misrak Gashamo,Ethiopia,8.133,45.283
4808,Municipal,Manhattan,United States,39.141234,-96.671797
4809,Memorial Municipal,Marshall,United States,39.0955,-93.202806
4810,Intermediate,Minchumina,United States,63.885997,-152.301874
4811,Mullen,Mullen,United States,42.049997,-101.067105
4812,Mount House,Mount House,Australia,-17.13,125.764
4813,Minsk International 1,Minsk,Belarus,53.864472,27.539683
4814,Mariehamn,Mariehamn,Finland,60.122203,19.898156
4815,Sacramento Mather Airport,"Sacramento, CA",United States,38.555264,-121.29725
4816,Rep,Mount Shasta,United States,41.31666667,-122.3166667
4817,Manchester,"Manchester, NH",United States,42.932806,-71.43575
4818,Mount Hotham,Mount Hotham,Australia,-37.0475,147.334167
4819,Kern County,Mojave,United States,35.058639,-118.150556
4820,Monteagudo,Monteagudo,Bolivia,-19.81666667,-63.98333333
4821,Manihiki Island,Manihiki Island,Cook Islands,-10.376667,-161.001944
4822,Morehead,Morehead,Papua New Guinea,-8.7,141.633
